"nameWithOwner","description","tag"
"ustwo/formvalidator-swift","A framework to validate inputs of text fields and text views in a convenient way.","[""text"",""framework"",""views"",""in"",""to"",""a"",""and"",""inputs"",""validate"",""convenient""]"
"gitusrs/curl-ios-build-shell-script","Build libcurl support to use on iOS","[""ios"",""build"",""support"",""libcurl"",""to"",""on""]"
"xfally/cordova-plugin-ftp","A cordova plugin to use ftp (client) in web/js for both iOS and Android.","[""ios"",""cordova"",""ftp"",""plugin"",""cordova-plugin"",""for"",""in"",""to"",""a"",""and""]"
"iSpeech/iSpeech-iOS-SDK","iSpeech iOS SDK lets you add human quality Text to Speech (TTS) and Speech Recognition (ASR) to Speech-enable any app. iSpeech's Mobile SDKs support 27 TTS and ASR (defined grammar) languages and 15 languages for free-form dictation voice recognition. ","[""sdk"",""ios"",""text"",""speech-recognition"",""voice"",""mobile"",""text-to-speech"",""speech"",""add"",""languages"",""ios-sdk"",""recognition"",""tts"",""quality"",""for"",""support"",""to"",""asr"",""and"",""any"",""sdks""]"
"eMdOS/AirPlay","Small framework that lets users track iOS AirPlay availability and extra features.","[""ios"",""extra"",""framework"",""track"",""small"",""airplay"",""users"",""and""]"
"jeffssss/JFMail","a simple ios smtp client.","[""ios"",""smtp"",""simple"",""a""]"
"farmisen/react-native-file-uploader","An iOS and Android cross patform React Native module to upload files from the device local storage to a server using a multipart/form-data request.","[""ios"",""android"",""react-native"",""server"",""native"",""storage"",""upload"",""module"",""local"",""local-storage"",""device"",""react"",""react-native-module"",""files"",""native-module"",""upload-files"",""from"",""the"",""cross"",""to"",""using"",""a"",""and"",""an""]"
"malhal/iOS9Colors","UIColor+iOS9Colors","[]"
"someonegg/libuv_ios","libuv for ios","[""ios"",""for"",""libuv""]"
"OpenFibers/OpusKit","Build opus framework for iOS","[""ios"",""build"",""opus"",""framework"",""for""]"
"ios-cjh/JHQingChunMusic","青春音乐播放器 iOS-CJH","[]"
"01miru/HomeSense","IOS Swift Bluetooth Demo - Home weather station","[""swift"",""ios"",""bluetooth"",""weather"",""demo"",""ios-swift"",""home"",""station"",""weather-station""]"
"hfossli/ReactNativeIntegration","This repo is a product of following this tutorial: http://facebook.github.io/react-native/docs/embedded-app-ios.html","[""repo"",""this"",""following"",""a"",""product""]"
"zhzenghui/YuanTiKuArch","MVVM without Binding with DataController http://gracelancy.com/blog/2016/01/06/ape-ios-arch-design/#disqus_thread","[""mvvm"",""binding"",""with"",""without""]"
"niftylettuce/seuss.md",":octocat: in the :tophat: – Seuss.md lets you create, edit, and sync GitHub Gists directly across OS X, Linux, Windows, iOS, and Android native environments","[""android"",""native"",""github"",""sync"",""os"",""android-native"",""in"",""the"",""and"",""gists"",""github-gists""]"
"googlesamples/unity-jar-resolver","Unity plugin which resolves Android & iOS dependencies and performs version management","[""ios"",""android"",""dependencies"",""version"",""plugin"",""unity-plugin"",""unity"",""management"",""and"",""version-management""]"
"SmallElephant/iOS-UIImageBoxBlur","iOS中图片高斯模糊两种方法","[]"
"lrettig/react-native-stripe","A React Native wrapper for the Stripe native SDK (currently iOS only)","[""sdk"",""ios"",""react-native"",""native"",""react"",""native-sdk"",""wrapper"",""stripe"",""for"",""the"",""a""]"
"tutu-ru/hire_ios-test","Тестовое задание для кандидатов на позицию iOS-разработчика (Swift)","[]"
"minggo620/iOSConstraintAnimation","Using the AutoLayout constraint creates view Animation","[""animation"",""autolayout"",""view"",""constraint"",""the"",""view-animation"",""using""]"
"Kejiasir/EffectViewDemo","iOS实现毛玻璃(高斯模糊)的三种方式","[]"
"runnersaw/pebble-text","Jailbreak app for iOS to allow users to text from their watch with their voice. ","[""ios"",""text"",""jailbreak"",""watch"",""app"",""for"",""with"",""from"",""to"",""users"",""allow""]"
"enu-kuro/ReactNative-Adblock-WebView","React Native iOS app using ES6 class style, flux, NavigatorIOS, AsyncStorage, react-native-side-menu, react-native-gifted-spinner.  Implement Adblock WebView using NSURLProtocol by Native modules.","[""webview"",""ios"",""class"",""react-native"",""native"",""nsurlprotocol"",""react-native-ios"",""app"",""react"",""adblock"",""ios-app"",""es6"",""using""]"
"longv2go/RJSBridge","A standalone library come from react-native (iOS) for communication with JavaScript and Objective-C","[""objective-c"",""javascript"",""react-native"",""communication"",""library"",""standalone"",""for"",""with"",""from"",""a"",""and""]"
"JUMA-IO/BLE_Debugger_iOS","This is a mobile APP for transferring raw data to/from BLE(Bluetooth Low Energy) devices. It is a powerful debugging tool for developers to identify or test BLE issues.","[""mobile"",""debugging"",""this"",""debugging-tool"",""app"",""mobile-app"",""ble"",""tool"",""data"",""test"",""for"",""it"",""developers"",""raw"",""powerful"",""to"",""raw-data"",""a""]"
"oxygine/oxygine-billing","In App Purchases for Oxygine (IOS, Android, Amazon)","[""in-app"",""app"",""for"",""in"",""purchases"",""in-app-purchases""]"
"manuelmarcos/ribotTeamiOS-tvOS","This project shows how to make the most of an iOS & tvOS App","[""ios"",""tvos"",""project"",""this"",""app"",""shows"",""the"",""make"",""to"",""how"",""how-to"",""tvos-app"",""an""]"
"xingty/IndexableExpandableListView","ExpandableListView 的加强版,可以实现ios的快速索引功能,高度自定义样式","[""expandablelistview""]"
"onurersel/anim","Swift animation library for iOS, tvOS and macOS.","[""swift"",""animation"",""tvos"",""library"",""animation-library"",""for"",""and"",""swift-animation""]"
"jaysoo/react-native-menu","A flexible dropdown menu component for Android and iOS that is similar to Android's Spinner.","[""ios"",""android"",""menu"",""dropdown"",""component"",""flexible"",""for"",""similar"",""to"",""a"",""and"",""dropdown-menu""]"
"krazyeom/iOS_9_Day_By_Day","iOS 9 Day By Day 번역 프로젝트","[""ios"",""ios-9""]"
"3pillarlabs/ios-audio-player","iOSAudioPlayer is a Swift based iOS module that provides player control features.","[""swift"",""ios"",""module"",""player"",""control"",""based"",""a""]"
"Tapanila/SharpCaster"," Chromecast C# SDK for Windows, Windows Phone, .NET 4.5.1, Xamarin.iOS and Xamarin.Android platforms.","[""sdk"",""c#"",""xamarin.ios"",""xamarin.android"",""windows"","".net"",""chromecast"",""for"",""and""]"
"klesh/cnodejs-swift","CNode.js app written in Swift for iOS","[""swift"",""ios"",""app"",""for"",""in""]"
"allaboutapps/DataSource","Simplifies the setup of UITableView data sources using type-safe descriptors for cells and sections. Animated diffing built-in.","[""uitableview"",""data"",""animated"",""for"",""setup"",""the"",""cells"",""using"",""and"",""diffing"",""type-safe""]"
"edimuj/cordova-plugin-audioinput","This iOS/Android Cordova/PhoneGap plugin enables audio capture from the device microphone, by in near real-time forwarding audio to the web layer of your application. A typical usage scenario for this plugin would be to use the captured audio as source for a web audio node chain, where it then can be analyzed, manipulated and/or played.","[""audio"",""web"",""layer"",""this"",""device"",""real-time"",""capture"",""plugin"",""forwarding-audio"",""node"",""source"",""for"",""can"",""it"",""in"",""forwarding"",""from"",""the"",""as"",""usage"",""to"",""a"",""scenario"",""web-audio"",""then""]"
"Babywolf1992/clock-demo","正点闹钟demo","[]"
"nickynick/UIKitWorkarounds","A modular collection of workarounds and fixes for our favorite iOS framework.","[""ios"",""modular"",""for"",""collection"",""a"",""fixes"",""and"",""favorite""]"
"SAP-archive/Mobile_SDK_oData_App","Application showcasing the usage of the SAP Mobile Platform SDK for iOS","[""sdk"",""ios"",""mobile"",""platform"",""application"",""sap"",""for"",""the"",""usage"",""sdk-for-ios""]"
"secretsquirrel/kyphosis","Find what's not loaded in memory on an executable (OS X/iOS only)","[""memory"",""executable"",""find"",""in"",""on"",""not"",""an""]"
"ReDetection/MiWidget","Control MiLight bulb from the iOS Today Widget","[""ios"",""widget"",""control"",""today"",""from"",""the"",""bulb"",""milight"",""today-widget""]"
"krugazor/MCChat","Example code for Multipeer Connectivity : a somewhat simple and stupid chat app (Mac & iOS)","[""multipeer-connectivity"",""chat"",""connectivity"",""app"",""simple"",""chat-app"",""example"",""example-code"",""for"",""code"",""a"",""and"",""stupid"",""multipeer""]"
"hACKbUSTER/UberGuide-iOS",":european_castle:Third Prize for Uber Hackathon China 2016. Source code for iOS client of UberGuide Project. 用Uber API 让背包客通过Uber探索新的城市和文化。","[""ios"",""api"",""client"",""hackathon"",""uber"",""source"",""for"",""china"",""source-code"",""code"",""ios-client""]"
"RoRoche/iOSSwiftStarter","A sample iOS app written in Swift using the VIPER architecture.","[""swift"",""ios"",""app"",""ios-app"",""sample"",""viper"",""in"",""the"",""using"",""a""]"
"ceeK/Solar","A Swift micro library for generating Sunrise and Sunset times.","[""swift"",""library"",""sunrise"",""sunset"",""for"",""a"",""and""]"
"dzt/MobilePassport","Authentication with Passport.js on Android and iOS.","[""android"",""authentication"",""with"",""on"",""and""]"
"onmyway133/MainThreadGuard",":guardsman: Tracking UIKit access on main thread","[""uikit"",""tracking"",""thread"",""access"",""main"",""on""]"
"dwipp/DPBasicLoading","It's a very basic loading in iOS","[""ios"",""loading"",""basic"",""in"",""a""]"
"cnYB/ScrollViewHoverDemo","[iOS]基于AutoLayout的UIScrollView悬停Tab","[]"
"snazzware/Mergel","Simple IOS game I'm writing in Swift as part of my dev blog.","[""swift"",""ios"",""simple"",""game"",""ios-game"",""in"",""dev"",""as""]"
"nerd0geek1/iOS-Company-CI-template","fastlane/Rake files for iOS company account CI(use CircleCI)","[""ios"",""account"",""files"",""for"",""company""]"
"jayrav13/park-pay","iOS app for ParkPay - let's eliminate metered parking.","[""ios"",""app"",""ios-app"",""for""]"
"wcoder/PeriodicBackgroundService","Simple implementation of periodic background service with Xamarin.","[""background"",""service"",""background-service"",""implementation"",""simple"",""with""]"
"volvet/GLKeel","OpenGL ES Tutorial on iOS","[""ios"",""opengl-es"",""opengl"",""tutorial"",""es"",""on""]"
"artemnikitin/devicefarm-ci-tool","Tool that helps you to run tests in AWS Device Farm easily","[""aws-device-farm"",""device"",""tests"",""device-farm"",""aws"",""tool"",""farm"",""in"",""to"",""helps"",""easily""]"
"modernistik/TimeZoneLocate","Time zone for locations offline in Swift (iOS).","[""swift"",""offline"",""time"",""locations"",""for"",""in"",""zone""]"
"gdorion/ios-shopify-store","Example of an iOS native Shopify Store","[""ios"",""shopify"",""native"",""store"",""example"",""an"",""ios-native""]"
"timefrancesco/zipbooks-invoices-swift","A simple iOS client for ZipBooks (www.zipbooks.com)","[""ios"",""client"",""simple"",""for"",""a"",""ios-client""]"
"telarium/bigThreeVideoGame","Source code to The Big 3 Videogame, originally published for iOS and Android using Corona SDK","[""sdk"",""ios"",""android"",""published"",""source"",""for"",""corona"",""3"",""source-code"",""code"",""the"",""to"",""using"",""and"",""big""]"
"avijeets/feed-me-ios",":pizza: iOS app to find nearby restaurants using Foursquare and MapKit","[""ios"",""mapkit"",""foursquare"",""app"",""ios-app"",""nearby"",""find"",""restaurants"",""nearby-restaurants"",""to"",""using"",""and""]"
"ItsAsbreuk/itsa-react-checkbox","iOS-stylisch checkbox for react","[""checkbox"",""react"",""for""]"
"bennagar/BNSlidingViewController","BNSlidingViewController is a Swift controller mimics the player overlay in iTunes iOS app","[""swift"",""ios"",""itunes"",""overlay"",""controller"",""player"",""app"",""ios-app"",""in"",""the"",""a""]"
"twocentstudios/UserListValueTypes","An example iOS app with MVVM and immutable view data","[""ios"",""view"",""mvvm"",""app"",""ios-app"",""example"",""immutable"",""data"",""with"",""and"",""an""]"
"ben432rew/go_backend","Backend server for go (boardgame) iOS app","[""ios"",""server"",""backend"",""go"",""app"",""ios-app"",""for""]"
"seanoshea/BostonFreedomTrail","Swift based iOS App for the Boston Freedom Trail","[""swift"",""ios"",""freedom"",""app"",""ios-app"",""for"",""the"",""based""]"
"TheCodedSelf/zen-habits-reader","An iOS app that works as a client to the popular blog Zen Habits ","[""ios"",""client"",""app"",""ios-app"",""blog"",""works"",""the"",""as"",""habits"",""to"",""a"",""popular"",""an""]"
"mattnedrich/ibeacon-finder","Simple iOS iBeacon app skeleton in Swift. Searches for an iBeacon in monitoring and ranging mode and prints results. This app contains no meaningful UI.","[""ios"",""ibeacon"",""this"",""monitoring"",""contains"",""app"",""simple"",""skeleton"",""for"",""in"",""no"",""and"",""an"",""mode"",""ios-ibeacon""]"
"ranjotsingh/DisableVoiceControl","iOS Jailbreak tweak that disables the Voice Control functionality, which is normally activated when Siri is disabled.","[""ios"",""voice"",""jailbreak"",""siri"",""voice-control"",""control"",""the"",""tweak"",""jailbreak-tweak"",""ios-jailbreak"",""ios-jailbreak-tweak""]"
"comScore/ComScore-iOS-SDK","comScore analytics library for iOS (Deprecated in favour of ComScore-iOS-watchOS-tvOS)","[""ios"",""analytics"",""library"",""for"",""in""]"
"dhruvik13/iOS-Webservice","Simple way to communicate with API server (web service calling architecture) through less code. Easy to implement request and response for API communication, no more third party tool required.","[""api"",""service"",""server"",""request"",""response"",""less"",""simple"",""tool"",""no-more"",""easy"",""for"",""with"",""party"",""to"",""no"",""calling"",""third-party"",""and""]"
"LiGoEX/LGSettingView","三句代码快速集成iOS设置界面","[]"
"txcsmad/s16-iOS-beginner","Class materials and projects","[""class"",""projects"",""and"",""materials""]"
"wkoszek/sensorama-ios","Sensorama for iOS","[""ios"",""for""]"
"daomul/cordova-plugin-dynamic-update-ios","cordova-plugin-dynamic-update-ios Cordova 本地JS文件动态更新","[""cordova""]"
"mrmrs/ios-dynamic-type","CSS module for using dynamic type in iOS on the web","[""ios"",""css"",""web"",""dynamic"",""module"",""for"",""in"",""the"",""on"",""using"",""dynamic-type"",""type""]"
