"nameWithOwner","description","tag"
"android-cn/android-open-project-demo","Demo of android open source project, 微信公众号:codekk, 网站:","[""android"",""open-source"",""demo""]"
"udacity/Sunshine-Version-2","The official repository for Developing Android Apps","[""android"",""repository"",""apps"",""android-apps""]"
"maddiestone/AndroidAppRE","Android App Reverse Engineering Workshop","[""android"",""reverse-engineering"",""app"",""android-app"",""reverse""]"
"liangfeidotme/MasteringAndroidDataBinding","A comprehensive tutorial for Android Data Binding","[""android"",""data-binding"",""binding"",""tutorial""]"
"jgilfelt/android-sqlite-asset-helper","An Android helper class to manage database creation and version management using an application's raw asset files","[""android"",""class"",""database"",""version""]"
"codebutler/android-websockets","Bare minimum websockets (hybi13/RFC) client for Android","[""android"",""client""]"
"markushi/android-circlebutton","Circle button widget for Android","[""android"",""widget"",""button""]"
"aqi00/android","《Android Studio开发实战：从零基础到App上线》随书源码","[]"
"Mr-YangCheng/ForAndroidInterview","android interview experience and question in (android、java、data structure、tcp/ip、os)","[""android"",""interview""]"
"diegodobelo/AndroidExpandingViewLibrary","This is a library to help creating expanding views with animation in Android","[""android"",""animation"",""this"",""library""]"
"RobotiumTech/robotium","Android UI Testing","[""android"",""testing"",""android-ui"",""ui"",""ui-testing""]"
"baoyongzhang/android-PullRefreshLayout","This component like SwipeRefreshLayout, it is more beautiful than SwipeRefreshLayout.","[""this"",""component""]"
"bagilevi/android-pedometer","App for Android phones that counts your steps.","[""android"",""app""]"
"HujiangTechnology/gradle_plugin_android_aspectjx","A Android gradle plugin that effects AspectJ on Android project and can hook methods in Kotlin, aar and jar file.","[""android-gradle-plugin"",""android"",""methods"",""gradle"",""jar"",""project"",""aspectj"",""gradle-plugin"",""aar"",""hook"",""plugin"",""android-gradle"",""effects""]"
"stacktipslab/Advance-Android-Tutorials","Advance Android Tutorials","[""android"",""tutorials""]"
"avast/android-butterknife-zelezny","Android Studio plug-in for generating ButterKnife injections from selected layout XML.","[""android"",""android-studio"",""layout"",""butterknife""]"
"jiang111/awesome-android-tips","some code tips for android 💯","[""android"",""tips"",""code""]"
"card-io/card.io-Android-SDK","card.io provides fast, easy credit card scanning in mobile apps","[""mobile"",""scanning"",""card.io"",""credit-card"",""apps"",""card"",""card-scanning"",""easy""]"
"GeekZooStudio/ECMobile_Android","基于ECShop的手机商城客户端","[]"
"AndroidDeveloperLB/AndroidJniBitmapOperations","Allows to perform various simple operations on bitmaps via JNI , while also providing some protection against OOM using the native Java environment on Android","[""java"",""android"",""native"",""environment"",""oom""]"
"googlearchive/android-ConstraintLayoutExamples","Migrated:","[]"
"kerneltoast/android","manifests for devices I work on","[]"
"MalaysiaPrayerTimes/android","An Android app to remind when the next prayer is due, search nearby mosques, and determine the qibla.","[""android"",""search"",""app"",""android-app""]"
"siwangqishiq/ImageEditor-Android","AndroidImageEdit 安卓设备上图形编辑开源控件，支持磨皮美白 自定义贴图 图片滤镜 图片旋转 图片剪裁 文字贴图 撤销 回退 等操作 ","[]"
"android-cjj/Android-MaterialRefreshLayout","This is a drop-down control, it is more beautiful and powerful than SwipeRefreshLayout","[""swiperefreshlayout"",""this""]"
"yigit/android-priority-jobqueue","A Job Queue specifically written for Android to easily schedule jobs (tasks) that run in the background, improving UX and application stability.","[""android"",""queue"",""ux""]"
"MooSell/Android","Open Source Android App for WooCommerce Written in Java","[""java"",""android"",""open-source"",""woocommerce"",""app"",""android-app""]"
"kongqw/OpenCVForAndroid","目标检测&目标追踪&人脸检测&人脸识别","[]"
"PlexMediaInc/Android","Plex is the best leading subscription service for watching TV episodes and movies on your phone. This plex mobile application delivers the best experience anywhere, anytime.  Get the free app as a part of your plex membership and you can instantly watch thousands of TV episodes & movies on your phone.   If you are not a plex member sign up for plex and start enjoying immediately on your phone with our one-month free trial.","[""get"",""mobile"",""service"",""subscription"",""this"",""mobile-application"",""watch"",""app"",""movies"",""tv"",""plex"",""free"",""phone""]"
"avast/android-styled-dialogs","Backport of Material dialogs with easy-to-use API based on DialogFragment","[""api"",""dialogfragment"",""material""]"
"dmilicic/Android-Clean-Boilerplate","This is starter template for writing Android apps using Clean architecture","[""android"",""this"",""architecture"",""clean-architecture"",""apps"",""android-apps"",""template""]"
"hongyangAndroid/android-percent-support-extend","a extends lib for android-percent-support(Google百分比布局库的扩展)","[""extends"",""lib""]"
"dirkvranckaert/AndroidDecompiler","Decompile any APK","[""apk"",""decompile""]"
"mylhyl/AndroidAcp","一句话搞定，简化Android 6.0 系统复杂的权限操作","[]"
"googlearchive/android-BluetoothChat","Migrated:","[]"
"JulienGenoud/android-percent-support-lib-sample","[Deprecated] Just a sample of the android percent support lib","[""android"",""lib"",""sample""]"
"dodola/android_waterfall","Android版的瀑布流布局","[]"
"google-ar/sceneform-android-sdk","Sceneform SDK for Android","[""sdk"",""android"",""sceneform""]"
"tjerkw/Android-SlideExpandableListView","A better ExpandableListView, with animated expandable views for each list item","[""list"",""expandable""]"
"stephentuso/welcome-android","A customizable welcome screen","[""screen"",""customizable""]"
"huangwm1984/AndroidBase","采用谷歌官方MVP架构以及RxJava对项目进行封装重构","[]"
"JackCho/AndroidVideoView","Android Custom VideoView","[""android""]"
"Cleveroad/SlidingTutorial-Android","Android Library for making animated tutorials inside your app","[""android"",""android-library"",""library"",""app"",""tutorials""]"
"OCNYang/Android-Animation-Set",":books: Android 所有动画系列详尽教程。          Explain all animations in Android. ","[""android"",""animations""]"
"alibaba/AndFix","AndFix is a library that offer hot-fix for Android App.","[""android"",""library""]"
"googlearchive/android-Camera2Video","Migrated:","[]"
"xiangjiana/Android-MS","添加技术交流群备注github VX：mm14525201314 加微信号，获取Android 2020年面试视频。发送""面试 ""即可领取 ，架构设计资料，相关视频资料!整理的这份PDF有从基础到进阶。含有BATJ.字节跳动面试专题，算法专题，高端技术专题，混合开发专题，java面试专题，Android,Java小知识，到性能优化.线程.View.OpenCV.NDK等应有尽有。还有辅之相关的视频+学习笔记后续持续更新中.~~~~~~flutter,音视频开发，kotlin视频教程~~~~最近更新binder专题，面试OKhttp，glide，性能优化，Framework面试","[]"
"yatoooon/AndroidScreenAdaptation","A light and easy-to-use Android development screen adaptation tool library(一个轻量好用的安卓开发屏幕适配工具库)","[""android"",""screen"",""development"",""android-development""]"
"inloop/AndroidViewModel","Separating data and state handling from Fragments or Activities without lots of boilerplate-code.","[""state"",""fragments""]"
"Rukey7/MvpApp","Android MVP Architecture","[""android"",""architecture"",""mvp"",""android-mvp"",""mvp-architecture"",""android-mvp-architecture""]"
"guardianproject/android-ffmpeg","a system for building custom ffmpeg binaries for Android ","[""android"",""ffmpeg"",""system""]"
"mayubao/Android-Pay","A pay library for Android, and which support Wechat pay and Ali pay. And developer can easily use Wechat pay in two lines of code. And developer can easily use Ali pay in three lines of code.             支持微信和支付宝两种主流支付的集成库， 两行代码实现微信支付， 三行代码实现支付宝支付","[""wechat"",""library"",""developer""]"
"iwgang/CountdownView","Android Countdown View","[""android"",""view"",""countdown""]"
"Juude/awesome-android-performance","Android performance optimization  tutorials, videos and tools list(Android性能优化视频，文档以及工具) ","[""android"",""performance"",""optimization"",""android-performance"",""performance-optimization"",""tools""]"
"eycorsican/kitsunebi-android"," A fully-featured V2Ray client for Android.","[""client"",""v2ray""]"
"strazzere/android-unpacker","Android Unpacker presented at Defcon 22: Android Hacker Protection Level 0","[""android"",""android-unpacker"",""unpacker""]"
"loopj/android-smart-image-view","Android ImageView replacement which allows image loading from URLs or contact address book, with caching","[""android"",""imageview"",""image"",""android-imageview"",""caching"",""loading"",""image-loading""]"
"googlearchive/android-BluetoothLeGatt","Migrated:","[]"
"zhonghanwen/AndroidProguardPlugin","Android Studio generate proguard codes","[""proguard"",""android"",""android-studio""]"
"googlearchive/android-FingerprintDialog","Migrated:","[]"
"turtl/android","Holds the wrappers (cordova) to run Turtl on Android","[""android""]"
"zaneCC/AndroidUPnPDemo","android 投屏","[""android""]"
"guardianproject/ChatSecureAndroid","This project has ended, but ChatSecure iOS continues. For Android, please use Conversations or Zom instead","[""ios"",""project"",""this""]"
"rovo89/Xposed","The native part of the Xposed framework (mainly the modified app_process binary).","[""native"",""xposed-framework"",""xposed"",""framework""]"
"zzz40500/android-shapeLoadingView","高仿新版58 加载动画","[]"
"TheFinestArtist/AndroidBaseUtils","Context free and basic utils to build Android project conveniently","[""android"",""build"",""project"",""utils"",""free""]"
"RocketChat/Rocket.Chat.Android","Legacy mobile Rocket.Chat client in Kotlin for Android","[""android"",""mobile"",""kotlin"",""client""]"
"minggo620/AndroidAutoClick","自动点击[模拟点击、辅助服务、反射遍历破解]","[]"
"pents90/svg-android","Support for scalable vector graphics in Android","[""android"",""graphics"",""vector"",""vector-graphics""]"
"liaohuqiu/android-UCToast","Demonstrate how UC browser display a system overlay view in any platform above API level 9.","[""api"",""view"",""display"",""browser"",""overlay"",""system"",""platform""]"
"Kaopiz/android-segmented-control","ios UISegmentedControl for android","[""ios"",""android"",""uisegmentedcontrol""]"
"Trinea/android-auto-scroll-view-pager","Android auto scroll viewpager or viewpager in viewpager","[""android"",""scroll"",""android-auto"",""viewpager""]"
"Jermic/Android-Crack-Tool","🐞Android crack tool For Mac","[""crack"",""mac""]"
